Human gene name,Gene name
SSX5,Ssxa1
SSX3,Ssxa1
SSX1,Ssxa1
SSX7,Ssxa1
IGHV1-69D,Ighv1-7
IGHV1-24,Ighv1-7
IGHV1OR15-1,Ighv1-7
IGHV1-69,Ighv1-7
AC135068.8,Ighv1-7
IGHV1OR15-9,Ighv1-7
IGHV1-69-2,Ighv1-7
IGHV1-3,Ighv1-7
AC136616.3,Ighv1-7
IGHV1OR21-1,Ighv1-7
IGHV1-45,Ighv1-7
IGHV1-58,Ighv1-7
IGHV1-2,Ighv1-7
IGHV1-18,Ighv1-7
IGHV1-46,Ighv1-7
NANOGP8,Nanog
NANOG,Nanog
ARID3C,Arid3c
ABCC2,Abcc2
C18orf21,2700062C07Rik
C6orf203,1700021F05Rik
COQ3,Coq3
MPI,Mpi
C18orf54,4930503L19Rik
IL17F,Il17f
FHL2,Fhl2
IGHV1-69D,Ighv15-2
IGHV1-24,Ighv15-2
IGHV1OR15-1,Ighv15-2
IGHV1-69,Ighv15-2
AC135068.8,Ighv15-2
IGHV1OR15-9,Ighv15-2
IGHV1-69-2,Ighv15-2
IGHV1-3,Ighv15-2
AC136616.3,Ighv15-2
IGHV1OR21-1,Ighv15-2
IGHV1-45,Ighv15-2
IGHV1-58,Ighv15-2
IGHV1-2,Ighv15-2
IGHV1-18,Ighv15-2
IGHV1-46,Ighv15-2
AP3S1,Ap3s1
PNPLA8,Pnpla8
AASDH,Aasdh
FRMD7,Frmd7
DSCAM,Dscam
IGHV1-69D,Ighv1-9
IGHV1-24,Ighv1-9
IGHV1OR15-1,Ighv1-9
IGHV1-69,Ighv1-9
AC135068.8,Ighv1-9
IGHV1OR15-9,Ighv1-9
IGHV1-69-2,Ighv1-9
IGHV1-3,Ighv1-9
AC136616.3,Ighv1-9
IGHV1OR21-1,Ighv1-9
IGHV1-45,Ighv1-9
IGHV1-58,Ighv1-9
IGHV1-2,Ighv1-9
IGHV1-18,Ighv1-9
IGHV1-46,Ighv1-9
IL11RA,Il11ra1
AL162231.3,Il11ra1
PAM16,Gm9803
TMEM167B,Tmem167b
AC037459.1,9930012K11Rik
C8orf58,9930012K11Rik
VN1R5,Vmn1r27
OTX2,Otx2
IGDCC3,Igdcc3
RRN3,Rrn3
VPREB3,Vpreb3
IGHV1-69D,Ighv1-11
IGHV1-24,Ighv1-11
IGHV1OR15-1,Ighv1-11
IGHV1-69,Ighv1-11
AC135068.8,Ighv1-11
IGHV1OR15-9,Ighv1-11
IGHV1-69-2,Ighv1-11
IGHV1-3,Ighv1-11
AC136616.3,Ighv1-11
IGHV1OR21-1,Ighv1-11
IGHV1-45,Ighv1-11
IGHV1-58,Ighv1-11
IGHV1-2,Ighv1-11
IGHV1-18,Ighv1-11
IGHV1-46,Ighv1-11
TRPM4,Trpm4
C1orf146,1700028K03Rik
TEKT2,Tekt2
TMEM200A,Tmem200a
TAS2R39,Tas2r139
CREM,Crem
PRCC,Prcc
IGHV1-69D,Ighv1-12
IGHV1-24,Ighv1-12
IGHV1OR15-1,Ighv1-12
IGHV1-69,Ighv1-12
AC135068.8,Ighv1-12
IGHV1OR15-9,Ighv1-12
IGHV1-69-2,Ighv1-12
IGHV1-3,Ighv1-12
AC136616.3,Ighv1-12
IGHV1OR21-1,Ighv1-12
IGHV1-45,Ighv1-12
IGHV1-58,Ighv1-12
IGHV1-2,Ighv1-12
IGHV1-18,Ighv1-12
IGHV1-46,Ighv1-12
EIF1AY,Gm2075
CIDEC,Cidec
TAS2R40,Tas2r144
EIF1AY,Gm6803
CRISP3,Crisp3
ALDH1B1,Aldh1b1
EIF1AY,Gm2056
UBN1,Ubn1
TCEAL3,Tceal5
TCEAL6,Tceal5
TCEAL5,Tceal5
HGF,Hgf
ART4,Art4
VN1R5,Vmn1r28
CRISP3,Crisp1
PSMD8,Psmd8
STK32A,Stk32a
GATA1,Gata1
FAAH,Faah
IGHV1-69D,Ighv1-15
IGHV1-24,Ighv1-15
IGHV1OR15-1,Ighv1-15
IGHV1-69,Ighv1-15
AC135068.8,Ighv1-15
IGHV1OR15-9,Ighv1-15
IGHV1-69-2,Ighv1-15
IGHV1-3,Ighv1-15
AC136616.3,Ighv1-15
IGHV1OR21-1,Ighv1-15
IGHV1-45,Ighv1-15
IGHV1-58,Ighv1-15
IGHV1-2,Ighv1-15
IGHV1-18,Ighv1-15
IGHV1-46,Ighv1-15
TAF13,Taf13
VN1R5,Vmn1r29
DENND6A,Dennd6a
OR5H6,Olfr186
OR5H8,Olfr186
OR5H1,Olfr186
OR5H15,Olfr186
OR5H14,Olfr186
MS4A10,Ms4a10
COX5B,Cox5b
NOC4L,Noc4l
MGP,Mgp
SPIN2B,Gm21637
SPIN2A,Gm21637
WNT6,Wnt6
LRIT3,Lrit3
GLOD5,Glod5
PFKL,Pfkl
DEFB105A,Defb12
DEFB105B,Defb12
OR5H6,Olfr187
OR5H8,Olfr187
OR5H1,Olfr187
OR5H15,Olfr187
OR5H14,Olfr187
USP18,Usp18
USP41,Usp18
ERO1A,Ero1l
SAMD3,Samd3
SYNE4,Syne4
STXBP1,Stxbp1
DRAXIN,Draxin
ZNF365,Zfp365
JARID2,Jarid2
MAP2K5,Map2k5
DNMT1,Dnmt1
SIDT1,Sidt1
WDR74,Wdr74
OR5L1,Olfr1157
OR5L2,Olfr1157
PXK,Pxk
COL15A1,Col15a1
OR5D18,Olfr74
MED13L,Med13l
MAD2L2,Mad2l2
MYH14,Myh14
GPN1,Gpn1
RBM11,Rbm11
SLC22A17,Slc22a17
CPVL,Cpvl
GMIP,Gmip
OSTN,Ostn
ADAM18,Adam18
FBXO42,Fbxo42
DEFB108B,Defb34
DEFB132,Defb34
FLG2,Flg2
CD200,Cd200
RIPK2,Ripk2
NRG2,Nrg2
ELMSAN1,Elmsan1
OR5H6,Olfr190
OR5H8,Olfr190
OR5H1,Olfr190
OR5H15,Olfr190
OR5H14,Olfr190
OR6C1,Olfr802
OR4A16,Olfr1242
ELMOD1,Elmod1
EIF1AY,Gm16368
FLG,Flg
CCRL2,Ccrl2
SPAG11B,Spag11b
SPAG11A,Spag11b
RRH,Rrh
BEX1,Bex1
BEX2,Bex1
DNER,Dner
FHL3,Fhl3
TCEAL7,Tceal7
FPR3,Fpr-rs7
PEX6,Pex6
MYO1A,Myo1a
DCTN3,Dctn3
LSM14A,Lsm14a
FPR3,Fpr-rs6
UROC1,Uroc1
AC068533.4,Asl
AP004243.1,Ms4a15
TMPRSS15,Tmprss15
TXNRD2,Txnrd2
GMDS,Gmds
RPTN,Rptn
GNL3,Gnl3
PCDH10,Pcdh10
SEPT11,Sept11
UBE2I,Ube2i
ZBTB20,Zbtb20
SIM1,Sim1
HRNR,Hrnr
PHF3,Phf3
SLC6A13,Slc6a13
HPCAL4,Hpcal4
RPP25L,Rpp25l
TCHH,Tchh
MS4A18,Ms4a18
CNIH2,Cnih2
MFSD2B,Mfsd2b
SULT2A1,Sult2a7
CCL27,Ccl27a
ABCE1,Abce1
ANKRD29,Ankrd29
GMPS,Gmps
GCLM,Gclm
TM2D1,Tm2d1
IGFBPL1,Igfbpl1
PDE12,Pde12
GRM4,Grm4
WNT10A,Wnt10a
YIF1A,Yif1a
GNMT,Gnmt
ARF4,Arf4
MTM1,Mtm1
GSTK1,Gstk1
IGHV1-69D,Ighv1-18
IGHV1-24,Ighv1-18
IGHV1OR15-1,Ighv1-18
IGHV1-69,Ighv1-18
AC135068.8,Ighv1-18
IGHV1OR15-9,Ighv1-18
IGHV1-69-2,Ighv1-18
IGHV1-3,Ighv1-18
AC136616.3,Ighv1-18
IGHV1OR21-1,Ighv1-18
IGHV1-45,Ighv1-18
IGHV1-58,Ighv1-18
IGHV1-2,Ighv1-18
IGHV1-18,Ighv1-18
IGHV1-46,Ighv1-18
CRLF2,Crlf2
OR5H6,Olfr191
OR5H8,Olfr191
OR5H1,Olfr191
OR5H15,Olfr191
OR5H14,Olfr191
CNPY3,Cnpy3
NCK2,Nck2
DEPTOR,Deptor
ERP27,Erp27
SERPINA3,Serpina3n
OR5D18,Olfr1161
PNKD,Pnkd
FAXC,Faxc
OR4A16,Olfr1243
TENM1,Tenm1
OR6C6,Olfr804
IGHV1-69D,Ighv1-19
IGHV1-24,Ighv1-19
IGHV1OR15-1,Ighv1-19
IGHV1-69,Ighv1-19
AC135068.8,Ighv1-19
IGHV1OR15-9,Ighv1-19
IGHV1-69-2,Ighv1-19
IGHV1-3,Ighv1-19
AC136616.3,Ighv1-19
IGHV1OR21-1,Ighv1-19
IGHV1-45,Ighv1-19
IGHV1-58,Ighv1-19
IGHV1-2,Ighv1-19
IGHV1-18,Ighv1-19
IGHV1-46,Ighv1-19
DNTTIP2,Dnttip2
HRC,Hrc
IGHV1-69D,Ighv1-20
IGHV1-24,Ighv1-20
IGHV1OR15-1,Ighv1-20
IGHV1-69,Ighv1-20
AC135068.8,Ighv1-20
IGHV1OR15-9,Ighv1-20
IGHV1-69-2,Ighv1-20
IGHV1-3,Ighv1-20
AC136616.3,Ighv1-20
IGHV1OR21-1,Ighv1-20
IGHV1-45,Ighv1-20
IGHV1-58,Ighv1-20
IGHV1-2,Ighv1-20
IGHV1-18,Ighv1-20
IGHV1-46,Ighv1-20
LCA5,Lca5
LY6G6C,Ly6g6c
UTS2B,Uts2b
GLT8D1,Glt8d1
MED12,Med12
FBXL3,Fbxl3
JAGN1,Jagn1
OR5D18,Olfr73
KLB,Klb
PTCRA,Ptcra
OR5D14,Olfr1162
C6orf226,2310039H08Rik
BCAR3,Bcar3
OR5D14,Olfr1163
DNAJC8,Dnajc8
ELOVL5,Elovl5
MBNL1,Mbnl1
MANBA,Manba
CDC42,Cdc42
OSBPL3,Osbpl3
MTR,Mtr
RPL7L1,Rpl7l1
CDK5R2,Cdk5r2
IL12B,Il12b
C15orf61,2300009A05Rik
CA3,Car3
CD3E,Cd3e
MAST2,Mast2
IQCH,Iqch
DLK1,Dlk1
AC098588.1,Anapc10
HDGF,Hdgf
OR4A16,Olfr1245
SUV39H1,Suv39h1
ARL6IP6,Arl6ip6
PTCH2,Ptch2
PWP1,Pwp1
SIK2,Sik2
MMP13,Mmp13
SH2D1A,Sh2d1a
AGTR2,Agtr2
SP110,Sp110
TCHHL1,Tchhl1
NAALADL1,Naaladl1
ITGAV,Itgav
MUC16,Muc16
S100A11,S100a11
AMBP,Ambp
SPCS1,Spcs1
CCDC9,Ccdc9
WTIP,Wtip
ZNF32,Zfp637
ATP6V0E1,Atp6v0e
RAI14,Rai14
PDHX,Pdhx
ST7,St7
SIGMAR1,Sigmar1
ZNF438,Zfp438
S100A10,S100a10
CCNK,Ccnk
SPOP,Tdpoz2
VN1R5,Vmn1r30
SMIM4,Smim4
MCM3,Mcm3
OR4A5,Olfr1246
OR4A8,Olfr1246
UGCG,Ugcg
MAP3K7,Map3k7
SPOP,Tdpoz1
COL28A1,Col28a1
GNAI3,Gnai3
ACTR1B,Actr1b
PTPRZ1,Ptprz1
KIF17,Kif17
PURA,Pura
ZNF330,Zfp330
PDCD6,Pdcd6
MRPS16,Mrps16
ARL14EPL,Arl14epl
SWSAP1,Swsap1
PBRM1,Pbrm1
TMBIM1,Tmbim1
VN1R5,Vmn1r31
OR6C65,Olfr808
TPO,Tpo
OR6C76,Olfr809
NCMAP,Ncmap
PAX8,Pax8
RAP2C,Rap2c
TEX54,1700092M07Rik
SNAPC4,Snapc4
PGBD1,Pgbd1
PPP2R1B,Ppp2r1b
SCAMP2,Scamp2
SH2D5,Sh2d5
RFC3,Rfc3
HSF2,Hsf2
LIN7A,Lin7a
WNT5A,Wnt5a
USP44,Usp44
OR4A16,Olfr1247
NUFIP1,Nufip1
TAPT1,Tapt1
ZSCAN26,Zscan26
C2orf40,1500015O10Rik
CNGB1,Cngb1
LY6G6E,Ly6g6e
AL662899.1,Ly6g6e
PABPC4L,Pabpc4l
CA2,Car2
FEV,Fev
SPRY2,Spry2
KIF1A,Kif1a
OR8B3,Olfr918
OR8B2,Olfr918
DAB2,Dab2
IGHV1-69D,Ighv1-22
IGHV1-24,Ighv1-22
IGHV1OR15-1,Ighv1-22
IGHV1-69,Ighv1-22
AC135068.8,Ighv1-22
IGHV1OR15-9,Ighv1-22
IGHV1-69-2,Ighv1-22
IGHV1-3,Ighv1-22
AC136616.3,Ighv1-22
IGHV1OR21-1,Ighv1-22
IGHV1-45,Ighv1-22
IGHV1-58,Ighv1-22
IGHV1-2,Ighv1-22
IGHV1-18,Ighv1-22
IGHV1-46,Ighv1-22
GC,Gc
MS4A8,Ms4a8a
COMT,Comt
CPA5,Cpa5
LY6G6D,Ly6g6d
IRS2,Irs2
TIRAP,Tirap
TAC3,Tac2
IGHV1-69D,Ighv1-23
IGHV1-24,Ighv1-23
IGHV1OR15-1,Ighv1-23
IGHV1-69,Ighv1-23
AC135068.8,Ighv1-23
IGHV1OR15-9,Ighv1-23
IGHV1-69-2,Ighv1-23
IGHV1-3,Ighv1-23
AC136616.3,Ighv1-23
IGHV1OR21-1,Ighv1-23
IGHV1-45,Ighv1-23
IGHV1-58,Ighv1-23
IGHV1-2,Ighv1-23
IGHV1-18,Ighv1-23
IGHV1-46,Ighv1-23
NOXA1,Noxa1
RTKN2,Rtkn2
IGHV1-69D,Ighv1-24
IGHV1-24,Ighv1-24
IGHV1OR15-1,Ighv1-24
IGHV1-69,Ighv1-24
AC135068.8,Ighv1-24
IGHV1OR15-9,Ighv1-24
IGHV1-69-2,Ighv1-24
IGHV1-3,Ighv1-24
AC136616.3,Ighv1-24
IGHV1OR21-1,Ighv1-24
IGHV1-45,Ighv1-24
IGHV1-58,Ighv1-24
IGHV1-2,Ighv1-24
IGHV1-18,Ighv1-24
IGHV1-46,Ighv1-24
OR4A16,Olfr1248
C16orf72,1810013L24Rik
SUSD1,Susd1
GCM1,Gcm1
UBLCP1,Ublcp1
GPR61,Gpr61
FECH,Fech
HHIP,Hhip
GADD45G,Gadd45g
MS4A6E,1700017D01Rik
MS4A6A,1700017D01Rik
C2CD5,C2cd5
NT5C1A,Nt5c1a
ARHGDIB,Arhgdib
OTOF,Otof
UBE2E3,Ube2e3
KCNJ5,Kcnj5
ARVCF,Arvcf
WDR47,Wdr47
CARD9,Card9
OR5H6,Olfr193
OR5H8,Olfr193
OR5H1,Olfr193
OR5H15,Olfr193
OR5H14,Olfr193
NPFFR2,Npffr2
XPO1,Xpo1
RPRM,Rprm
ADAMTS14,Adamts14
GSC,Gsc
TMEM139,Tmem139
LILRA6,Gm15922
LILRA4,Gm15922
LILRB3,Gm15922
LILRA5,Gm15922
LILRB4,Gm15922
LILRB5,Gm15922
WDR90,Wdr90
FBXL4,Fbxl4
TFDP1,Tfdp1
MYF5,Myf5
ENTPD8,Entpd8
NSUN4,Nsun4
LYSMD3,Lysmd3
OR4A16,Olfr1250
LILRA6,Pirb
LILRA4,Pirb
LILRB3,Pirb
LILRA5,Pirb
LILRB4,Pirb
LILRB5,Pirb
BACE2,Bace2
TFAP2A,Tfap2a
KCNJ1,Kcnj1
ZEB1,Zeb1
COL11A1,Col11a1
FAM118B,Fam118b
NLGN3,Nlgn3
AC020613.1,Pde6h
OR5D3P,Olfr1174-ps
MYF6,Myf6
OR5D3P,Olfr1175-ps
FAM13B,Fam13b
GAR1,Gar1
SEMA7A,Sema7a
GTF2I,Gtf2i
SF3A3,Sf3a3
RNF150,Rnf150
RIOK1,Riok1
MPZL2,Mpzl2
RAB1B,Rab1b
KDELR2,Kdelr2
SYCP3,Gm21497
ZNF280B,Zfp280b
COL5A2,Col5a2
AMIGO1,Amigo1
OR4A5,Olfr1251
OR4A8,Olfr1251
TBCC,Tbcc
NDUFA7,Ndufa7
AC010323.1,Ndufa7
PIK3R1,Pik3r1
OR6C76,Olfr813
PRPH2,Prph2
TNFAIP8L3,Tnfaip8l3
OR6C70,Olfr814
ZNF239,Zfp239
MPZL3,Mpzl3
MIOS,Mios
OR5K3,Olfr195
OR6C70,Olfr815
POU3F2,Pou3f2
LILRA6,Lilra6
LILRA4,Lilra6
LILRB3,Lilra6
LILRA5,Lilra6
LILRB4,Lilra6
LILRB5,Lilra6
EPHB3,Ephb3
APIP,Apip
OR5D3P,Olfr1177-ps
SDHAF1,Sdhaf1
FGD5,Fgd5
ADAMTS3,Adamts3
THEG,Theg
CYP11A1,Cyp11a1
CRYBA2,Cryba2
STMN4,Stmn4
SRPRA,Srpr
SPOP,Gm5773
PKD2L2,Pkd2l2
LPAR2,Lpar2
GYPA,Gypa
GYPE,Gypa
GYPB,Gypa
CASP2,Casp2
AASS,Aass
SIRPG,Gm9733
AL049634.2,Gm9733
SIRPA,Gm9733
SIRPB1,Gm9733
AFAP1,Afap1
CCDC50,Ccdc50
GNL3L,Gnl3l
CAGE1,Cage1
SLC5A4,Slc5a4b
LILRA6,Gm15448
LILRA4,Gm15448
LILRB3,Gm15448
LILRA5,Gm15448
LILRB4,Gm15448
LILRB5,Gm15448
ZCCHC9,Zcchc9
RPA3,Rpa3
ATP4B,Atp4b
FOXRED1,Foxred1
DNMBP,Dnmbp
RDH14,Rdh14
SYCP3,Gm20870
LRRFIP2,Lrrfip2
PDHB,Pdhb
LILRA6,Pira2
LILRA4,Pira2
LILRB3,Pira2
LILRA5,Pira2
LILRB4,Pira2
LILRB5,Pira2
HEYL,Heyl
CASP7,Casp7
CYP19A1,Cyp19a1
ZAP70,Zap70
MYLK4,Mylk4
DTD2,Dtd2
IGHV1-69D,Ighv1-26
IGHV1-24,Ighv1-26
IGHV1OR15-1,Ighv1-26
IGHV1-69,Ighv1-26
AC135068.8,Ighv1-26
IGHV1OR15-9,Ighv1-26
IGHV1-69-2,Ighv1-26
IGHV1-3,Ighv1-26
AC136616.3,Ighv1-26
IGHV1OR21-1,Ighv1-26
IGHV1-45,Ighv1-26
IGHV1-58,Ighv1-26
IGHV1-2,Ighv1-26
IGHV1-18,Ighv1-26
IGHV1-46,Ighv1-26
OR1M1,Olfr24
DACH2,Dach2
OR5H6,Olfr196
OR5H8,Olfr196
OR5H1,Olfr196
OR5H15,Olfr196
OR5H14,Olfr196
SEMA3C,Sema3c
PTCD3,Ptcd3
OR5AC1,Olfr197
GABRA1,Gabra1
PRPF38A,Prpf38a
AC126283.2,Cfi
CFI,Cfi
PPAT,Ppat
SIRPG,Sirpb1a
AL049634.2,Sirpb1a
SIRPA,Sirpb1a
SIRPB1,Sirpb1a
LILRA6,Gm14548
LILRA4,Gm14548
LILRB3,Gm14548
LILRA5,Gm14548
LILRB4,Gm14548
LILRB5,Gm14548
SP140,Sp100
SKA3,Ska3
SAC3D1,Sac3d1
HPS6,Hps6
CCNI,Ccni
NID1,Nid1
NR2E3,Nr2e3
GPR33,Gpr33
FLI1,Fli1
RAC1,Rac1
GGT5,Ggt5
MRPL24,Mrpl24
ZBTB39,Zbtb39
GPR182,Gpr182
SAP18,Sap18
PTP4A1,Ptp4a1
OR5AC2,Olfr198
LRFN3,Lrfn3
LAMP2,Lamp2
GLDN,Gldn
C2CD4C,C2cd4c
KCTD6,Kctd6
PAICS,Paics
RCAN3,Rcan3
CCNB1IP1,Ccnb1ip1
OR5AC2,Olfr199
SYCP3,Gm21518
RDH16,Rdh1
LRRC31,Lrrc31
CCDC85C,Ccdc85c
RHBDL1,Rhbdl1
RDH16,Rdh9
DAGLB,Daglb
ARHGEF19,Arhgef19
DPYSL3,Dpysl3
AGO3,Ago3
COL6A2,Col6a2
TYROBP,Tyrobp
OR7G2,Olfr828
ISG20L2,Isg20l2
PARP16,Parp16
EFCAB11,Efcab11
DENND2C,Dennd2c
OR7G1,Olfr829
RRNAD1,Rrnad1
SETD4,Setd4
HCST,Hcst
RHOT2,Gm20683
PRAMEF5,Gm10436
PRAMEF15,Gm10436
PRAMEF12,Gm10436
PRAMEF20,Gm10436
PRAMEF19,Gm10436
PRAMEF11,Gm10436
PRAMEF8,Gm10436
PRAMEF13,Gm10436
PRAMEF2,Gm10436
PRAMEF33,Gm10436
PRAMEF1,Gm10436
PRAMEF10,Gm10436
PRAMEF4,Gm10436
PRAMEF17,Gm10436
PRAMEF7,Gm10436
PRAMEF27,Gm10436
PRAMEF26,Gm10436
PRAMEF14,Gm10436
PRAMEF9,Gm10436
PRAMEF25,Gm10436
PRAMEF6,Gm10436
PRAMEF18,Gm10436
OR7G2,Olfr830
RHOT2,Rhot2
C8orf34,A830018L16Rik
OR5AC2,Olfr201
FAM185A,Fam185a
DIRAS2,Diras2
CD320,Cd320
FREM3,Frem3
CDKL2,Cdkl2
FEZF1,Fezf1
KIAA1109,4932438A13Rik
WDR18,Wdr18
OR7G3,Olfr832
COPS4,Cops4
GLCCI1,Glcci1
EIF4E,Eif4e
COL4A2,Col4a2
ACTN2,Actn2
GRK1,Grk1
SETD5,Setd5
SPOP,Tdpoz4
KIF12,Kif12
SPOP,Tdpoz3
HSPA13,Hspa13
MEIS1,Meis1
TPSAB1,Tpsab1
TPSB2,Tpsab1
TRAT1,Trat1
ESR2,Esr2
RDH16,Rdh16
NIN,Nin
HMGA1,Hmga1
FHDC1,Fhdc1
LRRC4,Lrrc4
IHH,Ihh
TSC22D1,Tsc22d1
GK2,Gk2
SND1,Snd1
TBX3,Tbx3
MRPS25,Mrps25
NFKBID,Nfkbid
FRRS1,Frrs1
GLRB,Glrb
TMEM141,Tmem141
NR2C2,Nr2c2
DDX51,Ddx51
INPP5B,Inpp5b
BTBD19,Btbd19
HNRNPF,Hnrnpf
COL4A1,Col4a1
ZXDC,Zxdc
LIN7B,Lin7b
WRNIP1,Wrnip1
SUGT1,Sugt1
MBNL3,Mbnl3
HSD17B13,Hsd17b13
OR4A16,Olfr1252
NHEJ1,Nhej1
ABCC5,Abcc5
LAMA3,Lama3
IRX1,Irx1
GALNT15,Galnt15
HSD17B10,Hsd17b10
PBX4,Pbx4
MMP1,Mmp1b
FAM171B,Fam171b
PPFIA3,Ppfia3
DEFB103A,Defb14
DEFB103B,Defb14
C9orf152,D630039A03Rik
TIMD4,Timd4
RABL6,Rabl6
CNTNAP2,Cntnap2
MMP12,Mmp12
ORC1,Orc1
RETNLB,Retnlb
TBC1D9,Tbc1d9
RDH16,Rdh19
CYSTM1,Cystm1
RETNLB,Retnla
ALPG,Akp3
ALPP,Akp3
ALPI,Akp3
RETNLB,Retnlg
SPOP,Gm9117
TCOF1,Tcof1
TLE2,Tle2
OR7G3,Olfr834
CKMT2,Ckmt2
SPOP,Tdpoz5
SDR16C5,Sdr16c5
VSIG1,Vsig1
CBLB,Cblb
KCNS3,Kcns3
SPIN2B,Gm5926
SPIN2A,Gm5926
SLC23A3,Slc23a3
CPN1,Cpn1
BTK,Btk
HHIPL1,Hhipl1
PLK3,Plk3
LRRC40,Lrrc40
SPOP,Gm9125
PLXNC1,Plxnc1
LHX2,Lhx2
FOXJ2,Foxj2
OR5AC2,Olfr202
SPOP,Gm10697
SAMD7,Samd7
FAM229B,Fam229b
EDA2R,Eda2r
RBMY1D,Gm10352
RBMY1F,Gm10352
RBMY1B,Gm10352
RBMY1A1,Gm10352
RBMY1E,Gm10352
RBMY1J,Gm10352
EPOR,Epor
RDH16,Rdh7
AK9,Ak9
LIAS,Lias
BRWD3,Brwd3
PLA2G12A,Pla2g12a
RBMY1D,Gm29289
RBMY1F,Gm29289
RBMY1B,Gm29289
RBMY1A1,Gm29289
RBMY1E,Gm29289
RBMY1J,Gm29289
IFRD2,Ifrd2
OR7G2,Olfr835
ELL,Ell
HSPA12A,Hspa12a
LY6G6F,Ly6g6f
LY6G6F-LY6G6D,Ly6g6f
RBMY1D,Gm21677
RBMY1F,Gm21677
RBMY1B,Gm21677
RBMY1A1,Gm21677
RBMY1E,Gm21677
RBMY1J,Gm21677
RIBC1,Ribc1
TPSAB1,Tpsb2
TPSB2,Tpsb2
ACRV1,Acrv1
OR4A5,Olfr1253
OR4A8,Olfr1253
L3MBTL3,L3mbtl3
AC091021.1,Ss18
IL17RE,Il17re
ZSWIM2,Zswim2
RBMY1D,Gm21693
RBMY1F,Gm21693
RBMY1B,Gm21693
RBMY1A1,Gm21693
RBMY1E,Gm21693
RBMY1J,Gm21693
OR4A16,Olfr1254
TCTEX1D4,Tctex1d4
AGPAT3,Agpat3
BFAR,Bfar
OR2A42,Olfr434
OR2A1,Olfr434
EHBP1L1,Ehbp1l1
TBX22,Tbx22
NEK4,Nek4
CWF19L2,Cwf19l2
CCDC86,Ccdc86
STARD13,Stard13
VN1R5,Vmn1r45
TLE5,Aes
GLYR1,Glyr1
PTGDR2,Ptgdr2
ELK1,Elk1
GMFB,Gmfb
ACIN1,Acin1
PACRG,Pacrg
CDC45,Cdc45
FAM228B,Fam228b
AC008073.3,Fam228b
CCBE1,Ccbe1
TESC,Tesc
FAM170A,Fam170a
EIF3G,Eif3g
TRIM17,Trim17
PEX2,Pex2
EXOC1,Exoc1
RASA2,Rasa2
SERPINA12,Serpina12
TM7SF2,Tm7sf2
STBD1,Stbd1
THRAP3,Thrap3
NDUFV1,Ndufv1
PRL,Prl2c2
HIST3H2A,Hist3h2a
SLC22A6,Slc22a6
TMEM17,Tmem17
NPAT,Npat
SLC9A7,Slc9a7
CCDC30,Ccdc30
TSN,Tsn
PFN4,Pfn4
TMEM209,Tmem209
IGHV3-43,Ighv11-1
AC233755.2,Ighv11-1
IGHV3-20,Ighv11-1
RNF20,Rnf20
ATG13,Atg13
SLC35D3,Slc35d3
ZNF316,Zfp316
PCDH19,Pcdh19
IGHV1-69D,Ighv14-2
IGHV1-24,Ighv14-2
IGHV1OR15-1,Ighv14-2
IGHV1-69,Ighv14-2
AC135068.8,Ighv14-2
IGHV1OR15-9,Ighv14-2
IGHV1-69-2,Ighv14-2
IGHV1-3,Ighv14-2
AC136616.3,Ighv14-2
IGHV1OR21-1,Ighv14-2
IGHV1-45,Ighv14-2
IGHV1-58,Ighv14-2
IGHV1-2,Ighv14-2
IGHV1-18,Ighv14-2
IGHV1-46,Ighv14-2
AC003112.1,Tmem59l
FERMT3,Fermt3
USP9Y,Usp9y
CXCR2,Cxcr2
OR10AG1,Olfr1123
CLIC6,Clic6
RASSF6,Rassf6
CHRM1,Chrm1
CXCR1,Cxcr1
FOXO4,Foxo4
ZNF853,Zfp853
COLEC12,Colec12
MED18,Med18
TRPT1,Trpt1
PDIA5,Pdia5
NPPB,Nppb
MEIS3,Meis3
IL1F10,Il1f10
B4GALT2,B4galt2
VKORC1L1,Vkorc1l1
COMMD1,Gm28048
IRAK1,Irak1
ZRSR2,Zrsr1
IGHV3-43,Ighv11-2
AC233755.2,Ighv11-2
IGHV3-20,Ighv11-2
C7orf26,E130309D02Rik
GALP,Galp
COMMD1,Commd1
MED10,Med10
MARCKS,Marcks
NCLN,Ncln
CDKN3,Cdkn3
SIAH3,Siah3
TGFBR3,Tgfbr3
FBXW8,Fbxw8
PLA2G4C,Pla2g4c
MECOM,Mecom
B3GNT2,B3gnt2
OGG1,Ogg1
FZD10,Fzd10
EPHB6,Ephb6
NOTCH1,Notch1
TCF20,Zfp957
CD44,Cd44
C4orf33,D3Ertd751e
SESTD1,Sestd1
HAL,Hal
AL162171.1,Ptpn21
ZNF804A,Zfp804a
CAMK1,Camk1
ACOT1,Acot2
ACOT2,Acot2
IGHV1-69D,Ighv14-3
IGHV1-24,Ighv14-3
IGHV1OR15-1,Ighv14-3
IGHV1-69,Ighv14-3
AC135068.8,Ighv14-3
IGHV1OR15-9,Ighv14-3
IGHV1-69-2,Ighv14-3
IGHV1-3,Ighv14-3
AC136616.3,Ighv14-3
IGHV1OR21-1,Ighv14-3
IGHV1-45,Ighv14-3
IGHV1-58,Ighv14-3
IGHV1-2,Ighv14-3
IGHV1-18,Ighv14-3
IGHV1-46,Ighv14-3
C6orf163,Gm136
FAM173A,Fam173a
FGF8,Fgf8
SHOX,Rhox10
